"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score.x","Agency.x","WRIA.Number.x","Basin.x","Subbasin.x","Stream.or.River","Project.x","Visit.Date","Year","Lab.Name","Site.Code.x","Latitude.x","Longitude.x","Row","Site.ID","WRIA.Number.y","WRIA","Basin.y","Subbasin.y","Stream","Agency.y","Project.y","Site.Code.y","Latitude.y","Longitude.y","Event.Date","Date.Released","Taxonomic.Resolution","Total.SqFt","Taxa.Richness.Quantity","Ephemeroptera.Richness.Quantity","Plecoptera.Richness.Quantity","Trichoptera.Richness.Quantity","EPT.Richness.Quantity","Clinger.Richness.Quantity","Long-Lived.Richness.Quantity","Intolerant.Richness.Quantity","Percent.Dominant.Quantity","Predator.Percent.Quantity","Tolerant.Percent.Quantity","Number.of.Organisms","Overall.Score.y","Taxa.Richness.Score","Ephemeroptera.Richness.Score","Plecoptera.Richness.Score","Trichoptera.Richness.Score","Clinger.Richness.Score","Long-Lived.Richness.Score","Intolerant.Richness.Score","Percent.Dominant.Score","Predator.Percent.Score","Tolerant.Percent.Score","diff"
"1811",8753,36,7,6,8,19,12,5,330,130,23,457,28.4463894967177,5.0328227571116,72.2100656455142,9.52380952380952,8.57142857142857,7.14285714285714,8.75,8.23529411764706,10,7.14285714285714,2.57629851433836,2.0164113785558,3.38456058215867,67.3435169736523,"King County - DNRP",7,"Lower Snoqualmie Basin","Griffin Creek Subbasin","Mud Creek","Ambient Monitoring","2016-08-30",2016,"Rhithron Associates, Inc.","07PAT001415",47.56475,-121.853444,184,2225,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Griffin Creek Subbasin","Mud Creek","King County - DNRP","Ambient Monitoring","07PAT001415",47.56475,-121.853444,42612,42829,"Coarse",8,36,7,6,8,21,19,12,4,0.722,0.05,0.284,457,65.9,9.5,8.6,7.1,8.8,8.2,10,5.7,2.6,2,3.4,1.44351697365227
"1812",8757,14,1,2,2,5,2,0,321,198,2,445,44.4943820224719,0.449438202247191,72.1348314606741,0,0,1.42857142857143,1.25,0,0,0,2.59609698403312,0,0,5.27466841260455,"King County - DNRP",9,"Duwamish - Green River Basin","Duwamish River Subbasin","Duwamish River tributary (0003)","Ambient Monitoring","2016-08-11",2016,"Rhithron Associates, Inc.","09DUW0225",47.502212,-122.300156,1634,232,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Duwamish River Subbasin","Duwamish River tributary (0003)","King County - DNRP","Ambient Monitoring","09DUW0225",47.502212,-122.300156,42593,42695,"Coarse",8,14,1,2,2,5,5,2,0,0.721,0.004,0.445,445,5.3,0,0,1.4,1.2,0,0,0,2.6,0,0,-0.0253315873954527
"1813",8767,27,8,6,5,16,7,8,204,5,30,310,1.61290322580645,9.67741935483871,65.8064516129032,5.23809523809524,10,7.14285714285714,5,6.47058823529412,6.25,10,4.26146010186757,4.33870967741935,9.62490622655664,68.3266166220901,"King County - DNRP",NA,"","","Tolt River","Ambient Monitoring","2016-09-27",2016,"Rhithron Associates, Inc.","07LNT075179",47.74339,-121.708721,51,2596,NA,NA,NA,NA,"Tolt River","King County - DNRP","Ambient Monitoring","07LNT075179",47.74339,-121.708721,42640,42829,"Coarse",8,27,8,6,5,19,16,7,8,0.658,0.097,0.016,310,68.3,5.2,10,7.1,5,6.5,6.2,10,4.3,4.3,9.6,0.0266166220900601
"1814",8774,29,2,6,4,14,9,0,217,90,117,500,18,23.4,43.4,6.19047619047619,1.42857142857143,7.14285714285714,3.75,5.29411764705882,8.75,0,10,10,5.81395348837209,58.3699758973357,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Molasses Creek","Ambient Monitoring","2016-07-27",2016,"Rhithron Associates, Inc.","08CED2518",47.466198,-122.159083,697,121,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Molasses Creek","King County - DNRP","Ambient Monitoring","08CED2518",47.466759,-122.159109,42578,42695,"Coarse",8,29,2,6,4,12,14,9,0,0.434,0.234,0.18,500,58.4,6.2,1.4,7.1,3.8,5.3,8.8,0,10,10,5.8,-0.0300241026643207
"1815",8789,30,3,4,5,16,7,3,111,24,60,286,8.39160839160839,20.979020979021,38.8111888111888,6.66666666666667,2.85714285714286,4.28571428571429,5,6.47058823529412,6.25,4.28571428571429,10,9.98951048951049,8.04846316474223,63.8537999847849,"King County - DNRP",7,"Lower Snoqualmie Basin","Harris Creek Subbasin","Snoqualmie River tributary (Harris Creek subbasin)","Ambient Monitoring","2016-08-29",2016,"Rhithron Associates, Inc.","07HAR025863",47.68279,-121.92049,219,2366,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Harris Creek Subbasin","Snoqualmie River tributary (Harris Creek subbasin)","King County - DNRP","Ambient Monitoring","07HAR025863",47.68279,-121.92049,42611,42829,"Coarse",8,30,3,4,5,12,16,7,3,0.388,0.21,0.084,286,63.9,6.7,2.9,4.3,5,6.5,6.2,4.3,10,10,8,-0.0462000152150708
"1816",8790,20,1,1,3,8,6,0,236,233,40,441,52.8344671201814,9.0702947845805,53.5147392290249,1.9047619047619,0,0,2.5,1.76470588235294,5,0,7.49612125551975,4.03514739229025,0,22.7007364349248,"City of Seattle",8,"Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","Project Evaluation","2016-10-04",2016,"Aquatic Biology Associates, Inc.","NFCC",47.71071,-122.2895,799,473,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","City of Seattle","Project Evaluation","NFCC",47.71071,-122.2895,42647,42870,"Coarse",9,20,1,1,3,5,8,6,0,0.535,0.091,0.528,441,22.7,1.9,0,0,2.5,1.8,5,0,7.5,4.1,0,0.00073643492484976
"1817",8797,16,1,0,1,5,4,0,91,19,11,146,13.013698630137,7.53424657534247,62.3287671232877,0,0,0,0,0,2.5,0,5.17664023071377,3.26712328767123,6.97355845810768,17.9173219764927,"City of Seattle",9,"Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Schmitz Creek","Status & Trends","2016-08-31",2016,"Aquatic Biology Associates, Inc.","SCMA9065",47.575194,-122.401214,1861,515,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Schmitz Creek","City of Seattle","Status & Trends","SCMA9065",47.575194,-122.401214,42613,42870,"Coarse",9,16,1,0,1,2,5,4,0,0.623,0.075,0.13,146,17.9,0,0,0,0,0,2.5,0,5.2,3.3,7,0.0173219764926813
"1818",8799,22,2,5,3,7,7,1,146,35,25,253,13.8339920948617,9.88142292490119,57.7075098814229,2.85714285714286,1.42857142857143,5.71428571428571,2.5,1.17647058823529,6.25,1.42857142857143,6.39276055752028,4.44071146245059,6.78279253607868,38.9713065728563,"City of Seattle",9,"Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Fauntleroy Creek","Status & Trends","2016-08-31",2016,"Aquatic Biology Associates, Inc.","FA02",47.522438,-122.392214,1834,1,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Fauntleroy Creek","City of Seattle","Status & Trends","FA02",47.522438,-122.392214,42613,42870,"Coarse",9,22,2,5,3,10,7,7,1,0.577,0.099,0.138,253,39,2.9,1.4,5.7,2.5,1.2,6.2,1.4,6.4,4.5,6.8,-0.0286934271437218
"1819",8800,28,2,7,2,7,9,2,110,13,57,215,6.04651162790698,26.5116279069767,51.1627906976744,5.71428571428571,1.42857142857143,8.57142857142857,1.25,1.17647058823529,8.75,2.85714285714286,8.11505507955936,10,8.59383450513791,56.4567887443611,"City of Seattle",9,"Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Fauntleroy Creek","Status & Trends","2016-08-31",2016,"Aquatic Biology Associates, Inc.","FAMA0851",47.521366,-122.386388,1844,34,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Lower Puget Sound - Seattle Subbasin","Fauntleroy Creek","City of Seattle","Status & Trends","FAMA0851",47.521366,-122.386388,42613,42870,"Coarse",9,28,2,7,2,11,7,9,2,0.512,0.265,0.06,215,56.5,5.7,1.4,8.6,1.2,1.2,8.8,2.9,8.1,10,8.6,-0.0432112556388589
"1820",8803,20,3,2,0,5,3,0,284,19,4,362,5.24861878453039,1.10497237569061,78.4530386740332,1.9047619047619,2.85714285714286,1.42857142857143,0,0,1.25,0,0.933410875254433,0.0524861878453038,8.77939098034177,17.2057642339177,"City of Seattle",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","Project Evaluation","2016-08-04",2016,"Aquatic Biology Associates, Inc.","TAMA_MOUTH",47.512192,-122.246307,872,2600,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","City of Seattle","Project Evaluation","TAMA_MOUTH",47.512192,-122.246307,42586,42870,"Coarse",9,20,3,2,0,5,5,3,0,0.785,0.011,0.052,362,17.2,1.9,2.9,1.4,0,0,1.2,0,0.9,0.1,8.8,0.00576423391769865
"1821",8808,11,0,0,0,2,3,0,73,45,0,94,47.8723404255319,0,77.6595744680851,0,0,0,0,0,1.25,0,1.14221724524076,0,0,2.39221724524076,"City of Seattle",8,"Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","Project Evaluation","2016-10-04",2016,"Aquatic Biology Associates, Inc.","KNKC",47.70232,-122.30861,797,475,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","City of Seattle","Project Evaluation","KNKC",47.70232,-122.30861,42647,42870,"Coarse",9,11,0,0,0,0,2,3,0,0.777,0,0.479,94,2.4,0,0,0,0,0,1.2,0,1.1,0,0,-0.00778275475923662
"1822",8812,4,0,0,0,1,2,0,20,18,8,21,85.7142857142857,38.0952380952381,95.2380952380952,0,0,0,0,0,0,0,0,10,0,10,"City of Seattle",8,"Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","Project Evaluation","2016-10-04",2016,"Aquatic Biology Associates, Inc.","NFCT",47.7069,-122.2899,800,471,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","City of Seattle","Project Evaluation","NFCT",47.7069,-122.2899,42647,42870,"Coarse",9,4,0,0,0,0,1,2,0,0.952,0.381,0.857,21,10,0,0,0,0,0,0,0,0,10,0,0
"1823",8836,5,0,0,1,1,2,0,155,1,0,157,0.636942675159236,0,98.7261146496815,0,0,0,0,0,0,0,0,0,9.8518737964746,9.8518737964746,"City of Seattle",8,"Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","Status & Trends","2016-10-04",2016,"Aquatic Biology Associates, Inc.","KNKT-U",47.701401,-122.30841,798,2607,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Thornton Creek","City of Seattle","Status & Trends","KNKT-U",47.701401,-122.30841,42647,42870,"Coarse",9,5,0,0,1,1,1,2,0,0.987,0,0.006,157,9.9,0,0,0,0,0,0,0,0,0,9.9,-0.0481262035254044
"1824",8838,18,1,3,3,7,4,0,137,40,117,198,20.2020202020202,59.0909090909091,69.1919191919192,0.952380952380952,0,2.85714285714286,2.5,1.17647058823529,2.5,0,3.3705475810739,10,5.30185576697205,28.658397745805,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Panther Creek (Black River)","Ambient Monitoring","2016-08-22",2016,"Rhithron Associates, Inc.","09BLA0771",47.442177,-122.207574,1572,213,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Black River Subbasin","Panther Creek (Black River)","King County - DNRP","Ambient Monitoring","09BLA0771",47.442177,-122.207574,42604,42829,"Coarse",8,18,1,3,3,7,7,4,0,0.692,0.591,0.202,198,28.7,1,0,2.9,2.5,1.2,2.5,0,3.4,10,5.3,-0.0416022541949523
"1825",8842,18,2,4,1,5,3,0,229,154,28,391,39.386189258312,7.16112531969309,58.5677749360614,0.952380952380952,1.42857142857143,4.28571428571429,0,0,1.25,0,6.16637501682595,3.08056265984655,0.840421102718135,18.0040254460573,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Garrison Creek - S Fork","Ambient Monitoring","2016-08-31",2016,"Rhithron Associates, Inc.","09BLA0722",47.407005,-122.216196,1554,210,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Black River Subbasin","Garrison Creek - S Fork","King County - DNRP","Ambient Monitoring","09BLA0722",47.407005,-122.216196,42613,42829,"Coarse",8,18,2,4,1,7,5,3,0,0.586,0.072,0.394,391,18,1,1.4,4.3,0,0,1.2,0,6.2,3.1,0.8,0.00402544605730171
"1826",8845,13,1,1,0,3,4,0,121,101,5,145,69.6551724137931,3.44827586206897,83.448275862069,0,0,0,0,0,2.5,0,0,1.22413793103448,0,3.72413793103448,"King County - DNRP",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Lake Washington tributary","Ambient Monitoring","2016-09-08",2016,"Rhithron Associates, Inc.","08WES1579",47.483496,-122.227268,837,207,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Lake Washington tributary","King County - DNRP","Ambient Monitoring","08WES1579",47.483496,-122.227268,42621,42829,"Coarse",8,13,1,1,0,2,3,4,0,0.834,0.034,0.697,145,3.7,0,0,0,0,0,2.5,0,0,1.2,0,0.0241379310344825
"1827",8847,18,2,3,3,8,3,0,259,113,19,367,30.7901907356948,5.17711171662125,70.5722070844687,0.952380952380952,1.42857142857143,2.85714285714286,2.5,1.76470588235294,1.25,0,3.00731392513983,2.08855585831063,2.8394905265826,18.6881614304812,"King County - DNRP",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","Ambient Monitoring","2016-09-08",2016,"Rhithron Associates, Inc.","08WES1340",47.507869,-122.247582,856,205,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","King County - DNRP","Ambient Monitoring","08WES1340",47.507869,-122.247582,42621,42829,"Coarse",8,18,2,3,3,8,8,3,0,0.706,0.052,0.308,367,18.7,1,1.4,2.9,2.5,1.8,1.2,0,3,2.1,2.8,-0.0118385695187655
"1828",8853,15,1,1,1,3,2,0,181,151,4,207,72.9468599033817,1.93236714975845,87.43961352657,0,0,0,0,0,0,0,0,0.466183574879227,0,0.466183574879227,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","East Creek","Ambient Monitoring","2016-08-29",2016,"Rhithron Associates, Inc.","08EAS2546",47.582723,-122.157426,644,138,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","East Creek","King County - DNRP","Ambient Monitoring","08EAS2546",47.582723,-122.157426,42611,42829,"Coarse",8,15,1,1,1,3,3,2,0,0.874,0.019,0.729,207,0.5,0,0,0,0,0,0,0,0,0.5,0,-0.033816425120773
"1829",8864,30,3,6,4,11,7,0,167,52,35,335,15.5223880597015,10.4477611940298,49.8507462686567,6.66666666666667,2.85714285714286,7.14285714285714,3.75,3.52941176470588,6.25,0,8.46032992930087,4.72388059701492,6.39014231169733,49.7704312693857,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.) tributary (0273)","Ambient Monitoring","2016-08-08",2016,"Rhithron Associates, Inc.","08EAS2540",47.550172,-122.156867,457,137,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.) tributary (0273)","King County - DNRP","Ambient Monitoring","08EAS2540",47.550172,-122.156867,42590,42695,"Coarse",8,30,3,6,4,13,11,7,0,0.499,0.104,0.155,335,49.7,6.7,2.9,7.1,3.8,3.5,6.2,0,8.4,4.7,6.4,0.070431269385665
"1830",8865,36,5,10,6,19,15,10,117,10,156,368,2.71739130434783,42.3913043478261,31.7934782608696,9.52380952380952,5.71428571428571,10,6.25,8.23529411764706,10,10,10,10,9.3680485338726,89.0914378896149,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Holder Creek tributary","Ambient Monitoring","2016-08-03",2016,"Rhithron Associates, Inc.","08ISS4735",47.47075,-121.964356,1236,158,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Issaquah Creek Subbasin","Holder Creek tributary","King County - DNRP","Ambient Monitoring","08ISS4735",47.47075,-121.964356,42585,42695,"Coarse",8,36,5,10,6,21,19,15,11,0.318,0.424,0.027,368,89.1,9.5,5.7,10,6.2,8.2,10,10,10,10,9.4,-0.00856211038509969
"1831",8888,15,1,1,4,8,2,0,327,275,37,500,55,7.4,65.4,0,0,0,3.75,1.76470588235294,0,0,4.36842105263158,3.2,0,13.0831269349845,"City of Bellevue",8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Newport Creek","Macroinvertebrates","2016-08-22",2016,"Rhithron Associates, Inc.","NewpBelRM0.25",47.5657,-122.1797,465,2609,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Newport Creek","City of Bellevue","Macroinvertebrates","NewpBelRM0.25",47.5657,-122.1797,42604,42667,"Coarse",8,15,1,1,4,6,8,2,0,0.654,0.074,0.55,500,13.1,0,0,0,3.8,1.8,0,0,4.4,3.2,0,-0.0168730650154814
"1832",8889,14,1,1,2,3,1,0,382,227,1,485,46.8041237113402,0.206185567010309,78.7628865979381,0,0,0,1.25,0,0,0,0.851871947911013,0,0,2.10187194791101,"City of Bellevue",8,"Cedar River / Lake Washington Basin","E Lake Washington - Bellevue N Subbasin","Yarrow Creek Subbasin","Macroinvertebrates","2016-08-25",2016,"Rhithron Associates, Inc.","YarrowEastTribBelRM0.3",47.6371,-122.1968,477,2610,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","E Lake Washington - Bellevue N Subbasin","Yarrow Creek Subbasin","City of Bellevue","Macroinvertebrates","YarrowEastTribBelRM0.3",47.6371,-122.1968,42607,42667,"Coarse",8,14,1,1,2,4,3,1,0,0.788,0.002,0.468,485,2.1,0,0,0,1.2,0,0,0,0.8,0,0,0.00187194791101275
"1833",8898,37,6,8,7,18,7,4,190,35,62,499,7.01402805611222,12.4248496993988,38.0761523046092,10,7.14285714285714,10,7.5,7.64705882352941,6.25,5.71428571428571,10,5.7124248496994,8.36883068462506,78.3354572149967,"Kitsap County",15,"Hood Canal Basin","Bangor-Port Gamble Subbasin","Gamble Creek","Watershed Health Monitoring","2016-08-31",2016,"Aquatic Biology Associates, Inc.","KCSSWM-027 - Lower",47.8104,-122.5807,2082,1274,15,"WRIA 15 - Kitsap","Hood Canal Basin","Bangor-Port Gamble Subbasin","Gamble Creek","Kitsap County","Watershed Health Monitoring","KCSSWM-027 - Lower",47.8104,-122.5807,42613,42738,"Coarse",8,37,6,8,7,21,18,7,4,0.381,0.124,0.07,499,78.3,10,7.1,10,7.5,7.6,6.2,5.7,10,5.7,8.4,0.0354572149967396
"1834",8904,39,4,10,6,16,9,4,274,92,45,471,19.5329087048832,9.55414012738854,58.1740976645435,10,4.28571428571429,10,6.25,6.47058823529412,8.75,5.71428571428571,6.26997429880434,4.27707006369427,5.45746309188762,67.4750956896803,"Kitsap County",15,"Puget Sound (Kitsap) Basin","Liberty-Miller-Appletree Subbasin","Dogfish Creek","Watershed Health Monitoring","2016-08-25",2016,"Aquatic Biology Associates, Inc.","KCSSWM-024 - Lower Main",47.7522,-122.6474,2146,1282,15,"WRIA 15 - Kitsap","Puget Sound (Kitsap) Basin","Liberty-Miller-Appletree Subbasin","Dogfish Creek","Kitsap County","Watershed Health Monitoring","KCSSWM-024 - Lower Main",47.7522,-122.6474,42607,42738,"Coarse",8,39,4,10,6,20,16,9,4,0.582,0.096,0.195,471,67.5,10,4.3,10,6.2,6.5,8.8,5.7,6.3,4.3,5.5,-0.0249043103196556
"1835",8906,30,4,6,7,16,5,3,271,77,27,495,15.5555555555556,5.45454545454545,54.7474747474747,6.66666666666667,4.28571428571429,7.14285714285714,7.5,6.47058823529412,3.75,4.28571428571429,7.17171717171717,2.22727272727273,6.38242894056848,55.8829594558049,"Kitsap County",15,"Puget Sound (Kitsap) Basin","Dyes Inlet / Central Kitsap Subbasin","Strawberry Creek","Watershed Health Monitoring","2016-08-24",2016,"Aquatic Biology Associates, Inc.","KCSSWM-015",47.6474,-122.6986,2137,1289,15,"WRIA 15 - Kitsap","Puget Sound (Kitsap) Basin","Dyes Inlet / Central Kitsap Subbasin","Strawberry Creek","Kitsap County","Watershed Health Monitoring","KCSSWM-015",47.6474,-122.6986,42606,42738,"Coarse",8,30,4,6,7,17,16,5,3,0.547,0.055,0.156,495,55.9,6.7,4.3,7.1,7.5,6.5,3.8,4.3,7.2,2.3,6.4,-0.0170405441951331
"1836",8921,37,2,4,4,12,8,0,208,40,26,456,8.7719298245614,5.70175438596491,45.6140350877193,10,1.42857142857143,4.28571428571429,3.75,4.11764705882353,7.5,0,9.5752539242844,2.35087719298246,7.96001631986944,50.9680802102455,"Kitsap County",15,"Puget Sound (Kitsap) Basin","Dyes Inlet / Central Kitsap Subbasin","Clear Creek (Kitsap)","Watershed Health Monitoring","2016-10-13",2016,"Aquatic Biology Associates, Inc.","KCSSWM-016 - Lower",47.6536,-122.6853,2127,1273,15,"WRIA 15 - Kitsap","Puget Sound (Kitsap) Basin","Dyes Inlet / Central Kitsap Subbasin","Clear Creek (Kitsap)","Kitsap County","Watershed Health Monitoring","KCSSWM-016 - Lower",47.6536,-122.6853,42656,42738,"Coarse",8,37,2,4,4,10,12,8,0,0.456,0.057,0.088,456,51,10,1.4,4.3,3.8,4.1,7.5,0,9.6,2.4,8,-0.0319197897544612
"1837",8929,34,6,7,3,14,7,4,131,24,141,284,8.45070422535211,49.6478873239437,46.1267605633803,8.57142857142857,7.14285714285714,8.57142857142857,2.5,5.29411764705882,6.25,5.71428571428571,9.44032616753151,10,8.03471994759253,71.5191637621829,"Vashon Nature Center",9,"Puget Sound (Duwamish-Green) Basin","Vashon-Maury Island Subbasin","Tahlequah Creek","Vashon Benthic Macroinvertebrate Sampling","2016-09-13",2016,"Rhithron Associates, Inc.","65A",47.334554,-122.508612,1990,2261,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Vashon-Maury Island Subbasin","Tahlequah Creek","Vashon Nature Center","Vashon Benthic Macroinvertebrate Sampling","65A",47.334554,-122.508612,42626,42749,"Coarse",8,34,6,7,3,16,14,7,4,0.461,0.496,0.085,284,71.5,8.6,7.1,8.6,2.5,5.3,6.2,5.7,9.4,10,8,0.0191637621828704
"1838",8937,20,1,3,6,11,6,0,187,31,181,307,10.0977198697068,58.957654723127,60.9120521172638,1.9047619047619,0,2.85714285714286,6.25,3.52941176470588,5,0,5.54945996914109,10,7.65169305355655,42.7424695493083,"Snohomish County",8,"Puget Sound (Cedar-Sammamish) Basin","Middle Puget Sound - Shoreline Subbasin","Picnic Point","Ambient","2016-08-15",2016,"Rhithron Associates, Inc.","PICNIC59",47.878655,-122.314381,893,414,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Middle Puget Sound - Shoreline Subbasin","Picnic Point","Snohomish County","Ambient","PICNIC59",47.878655,-122.314381,42597,42885,"Coarse",8,20,1,3,6,10,11,6,0,0.609,0.59,0.101,307,42.7,1.9,0,2.9,6.2,3.5,5,0,5.6,10,7.7,0.0424695493082865
"1839",8938,21,2,5,3,12,6,0,118,28,76,231,12.1212121212121,32.9004329004329,51.0822510822511,2.38095238095238,1.42857142857143,5.71428571428571,2.5,4.11764705882353,5,0,8.13624971519708,10,7.18111346018323,46.4588197580134,"Snohomish County",8,"Puget Sound (Cedar-Sammamish) Basin","Middle Puget Sound - Shoreline Subbasin","Picnic Point","Ambient","2016-08-16",2016,"Rhithron Associates, Inc.","PICNIC",47.880118,-122.331283,889,413,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Middle Puget Sound - Shoreline Subbasin","Picnic Point","Snohomish County","Ambient","PICNIC",47.880118,-122.331283,42598,42885,"Coarse",8,21,2,5,3,10,12,6,0,0.511,0.329,0.121,231,46.5,2.4,1.4,5.7,2.5,4.1,5,0,8.1,10,7.2,-0.0411802419866376
"1840",8939,27,2,6,3,11,8,2,55,27,53,132,20.4545454545455,40.1515151515151,41.6666666666667,5.23809523809524,1.42857142857143,7.14285714285714,2.5,3.52941176470588,7.5,2.85714285714286,10,10,5.2431289640592,55.4392073954318,"Snohomish County",7,"Snohomish Basin","Everett Subbasin","Marshland Canal Tributary","Project Specific","2016-08-16",2016,"Rhithron Associates, Inc.","Outlook",47.892259,-122.155671,323,2618,7,"WRIA 7 - Snohomish","Snohomish Basin","Everett Subbasin","Marshland Canal Tributary","Snohomish County","Project Specific","Outlook",47.892259,-122.155671,42598,42885,"Coarse",8,27,2,6,3,11,11,8,2,0.417,0.402,0.205,132,55.4,5.2,1.4,7.1,2.5,3.5,7.5,2.9,10,10,5.2,0.0392073954317524
"1841",8940,19,1,4,4,8,5,0,151,131,35,221,59.2760180995475,15.8371040723982,68.3257918552036,1.42857142857143,0,4.28571428571429,3.75,1.76470588235294,3.75,0,3.598475827578,7.41855203619909,0,25.9960194604157,"Snohomish County",NA,"","","Norma Creek","Ambient","2016-09-15",2016,"Rhithron Associates, Inc.","NORMA",47.8649,-122.330793,2355,2531,NA,NA,NA,NA,"Norma Creek","Snohomish County","Ambient","NORMA",47.8649,-122.330793,42628,42885,"Coarse",8,19,1,4,4,9,8,5,0,0.683,0.158,0.593,221,26,1.4,0,4.3,3.8,1.8,3.8,0,3.6,7.4,0,-0.00398053958425493
"1842",8941,25,3,4,5,13,5,1,261,14,55,395,3.54430379746835,13.9240506329114,66.0759493670886,4.28571428571429,2.85714285714286,4.28571428571429,5,4.70588235294118,3.75,1.42857142857143,4.19053964023984,6.4620253164557,9.17574330291434,46.1413334696939,"Snohomish County",8,"Puget Sound (Cedar-Sammamish) Basin","Middle Puget Sound - Shoreline Subbasin","Lunds Gulch Creek","Ambient","2016-08-15",2016,"Rhithron Associates, Inc.","LUNDS",47.86038,-122.332627,883,399,8,"WRIA 8 - Cedar-Sammamish","Puget Sound (Cedar-Sammamish) Basin","Middle Puget Sound - Shoreline Subbasin","Lunds Gulch Creek","Snohomish County","Ambient","LUNDS",47.86038,-122.332627,42597,42885,"Coarse",8,25,3,4,5,12,13,5,1,0.661,0.139,0.035,395,46.1,4.3,2.9,4.3,5,4.7,3.8,1.4,4.2,6.5,9.2,0.0413334696938961
