"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score.x","Agency.x","WRIA.Number.x","Basin.x","Subbasin.x","Stream.or.River","Project.x","Visit.Date","Year","Lab.Name","Site.Code.x","Latitude.x","Longitude.x","Row","Site.ID","WRIA.Number.y","WRIA","Basin.y","Subbasin.y","Stream","Agency.y","Project.y","Site.Code.y","Latitude.y","Longitude.y","Event.Date","Date.Released","Taxonomic.Resolution","Total.SqFt","Taxa.Richness.Quantity","Ephemeroptera.Richness.Quantity","Plecoptera.Richness.Quantity","Trichoptera.Richness.Quantity","EPT.Richness.Quantity","Clinger.Richness.Quantity","Long-Lived.Richness.Quantity","Intolerant.Richness.Quantity","Percent.Dominant.Quantity","Predator.Percent.Quantity","Tolerant.Percent.Quantity","Number.of.Organisms","Overall.Score.y","Taxa.Richness.Score","Ephemeroptera.Richness.Score","Plecoptera.Richness.Score","Trichoptera.Richness.Score","Clinger.Richness.Score","Long-Lived.Richness.Score","Intolerant.Richness.Score","Percent.Dominant.Score","Predator.Percent.Score","Tolerant.Percent.Score"
"99",11119,49,3,6,4,11,8,2,322,285,36,548,52.007299270073,6.56934306569343,58.7591240875912,7.58620689655172,2.85714285714286,7.14285714285714,3.75,2.35294117647059,7.5,2.85714285714286,2.76780430065102,2.78467153284672,0,39.5987667636629,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Crisp Creek tributary","Ambient Monitoring","2020-09-22",2020,"Rhithron Associates, Inc.","09MID1537",47.291898,-122.059923,206,244,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Middle Green River Subbasin","Crisp Creek tributary","King County - DNRP","Ambient Monitoring","09MID1537",47.291898,-122.059923,44096,44316,"Fine",8,49,3,6,4,13,11,8,2,0.588,0.066,0.52,548,39.6,7.6,2.9,7.1,3.8,2.4,7.5,2.9,2.8,2.8,0
"100",11512,36,5,7,8,17,8,2,118,5,93,194,2.57731958762887,47.9381443298969,60.8247422680412,3.10344827586207,5.71428571428571,8.57142857142857,8.75,5.88235294117647,7.5,2.85714285714286,2.20952911674561,10,9.40062335171422,63.9888108283555,"King County - DNRP",7,"Lower Snoqualmie Basin","Harris Creek Subbasin","Ames Creek","Ambient Monitoring","2021-07-20",2021,"Rhithron Associates, Inc.","07HAR070087",47.65292,-121.96087,14,2368,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Harris Creek Subbasin","Ames Creek","King County - DNRP","Ambient Monitoring","07HAR070087",47.65292,-121.96087,44397,44489,"Fine",8,36,5,7,8,20,17,8,2,0.608,0.479,0.026,194,64,3.1,5.7,8.6,8.8,5.9,7.5,2.9,2.2,10,9.4
"101",11548,37,2,5,5,11,7,1,346,167,35,545,30.6422018348624,6.42201834862385,63.4862385321101,3.44827586206897,1.42857142857143,5.71428571428571,5,2.35294117647059,6.25,1.42857142857143,1.49020580213241,2.71100917431193,2.873906550032,32.6977671364445,"King County - DNRP",9,"Duwamish - Green River Basin","Duwamish River Subbasin","Riverton Creek (003D)","Ambient Monitoring","2021-08-18",2021,"Rhithron Associates, Inc.","09DUW0277",47.489932,-122.289451,196,233,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Duwamish River Subbasin","Riverton Creek (003D)","King County - DNRP","Ambient Monitoring","09DUW0277",47.489932,-122.289451,44426,44489,"Fine",8,37,2,5,5,12,11,7,1,0.635,0.064,0.306,545,32.7,3.4,1.4,5.7,5,2.4,6.2,1.4,1.5,2.7,2.9
"102",11733,22,1,2,1,3,2,0,377,51,4,520,9.80769230769231,0.769230769230769,72.5,0,0,1.42857142857143,0,0,0,0,0,0,7.71914132379249,9.14771275236392,"King County - DNRP",9,"Duwamish - Green River Basin","Lower Green River - W Subbasin","Lower Green River tributary (0036B)","Ambient Monitoring","2021-10-04",2021,"Rhithron Associates, Inc.","09LOW0325",47.464905,-122.281488,205,237,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Lower Green River - W Subbasin","Lower Green River tributary (0036B)","King County - DNRP","Ambient Monitoring","09LOW0325",47.464905,-122.281488,44473,44547,"Fine",8,22,1,2,1,4,3,2,0,0.725,0.008,0.098,520,9.1,0,0,1.4,0,0,0,0,0,0,7.7
"103",12089,30,0,2,2,7,3,0,70,36,38,174,20.6896551724138,21.8390804597701,40.2298850574713,1.03448275862069,0,1.42857142857143,1.25,0,1.25,0,7.77570674122398,10,5.18845228548516,27.9272132139013,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0068)","Ambient Monitoring","2022-08-02",2022,"Rhithron Associates, Inc.","08SAM1914",47.745483,-122.211857,159,189,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0068)","King County - DNRP","Ambient Monitoring","08SAM1914",47.745483,-122.211857,44775,45065,"Fine",8,30,0,2,2,4,7,3,0,0.402,0.218,0.207,174,27.9,1,0,1.4,1.2,0,1.2,0,7.8,10,5.2
"104",12095,42,8,6,6,20,7,6,146,33,52,473,6.97674418604651,10.9936575052854,30.8668076109937,5.17241379310345,10,7.14285714285714,6.25,7.64705882352941,6.25,8.57142857142857,10,4.99682875264271,8.37750135208221,74.4080884356435,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Hotel Creek (0342)","Ambient Monitoring","2022-07-21",2022,"Rhithron Associates, Inc.","08CED4975",47.410569,-121.921792,52,127,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Hotel Creek (0342)","King County - DNRP","Ambient Monitoring","08CED4975",47.410569,-121.921792,44763,44998,"Fine",8,42,8,6,6,20,20,7,7,0.309,0.11,0.07,473,75.8,5.2,10,7.1,6.2,7.6,6.2,10,10,5,8.4
"105",12098,55,7,5,7,25,7,2,198,33,44,536,6.15671641791045,8.2089552238806,36.9402985074627,9.6551724137931,8.57142857142857,5.71428571428571,7.5,10,6.25,2.85714285714286,8.66478418717225,3.6044776119403,8.56820548420687,71.3854968399697,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2022-08-02",2022,"Rhithron Associates, Inc.","08LIT2685",47.778471,-122.154549,150,175,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","King County - DNRP","Ambient Monitoring","08LIT2685",47.778471,-122.154549,44775,44958,"Fine",8,55,7,5,7,19,25,7,2,0.369,0.082,0.062,536,71.4,9.7,8.6,5.7,7.5,10,6.2,2.9,8.7,3.6,8.6
"106",12118,50,8,7,5,23,8,4,234,3,86,526,0.570342205323194,16.3498098859316,44.4866920152091,7.93103448275862,10,8.57142857142857,5,9.41176470588235,7.5,5.71428571428571,6.6252183742678,7.67490494296578,9.86736227783182,78.2959990694207,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Boise Ambient","2022-08-08",2022,"Rhithron Associates, Inc.","BSE_8_268thAveSE",47.190111,-121.981778,250,2226,10,"WRIA 10 - Puyallup-White","Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","King County - DNRP","Boise Ambient","BSE_8_268thAveSE",47.190111,-121.981778,44781,45069,"Fine",8,50,8,7,5,20,23,8,4,0.445,0.163,0.006,526,78.3,7.9,10,8.6,5,9.4,7.5,5.7,6.6,7.7,9.9
"107",12119,44,5,2,4,19,4,0,281,72,44,521,13.8195777351248,8.44529750479846,53.9347408829175,5.86206896551724,5.71428571428571,1.42857142857143,3.75,7.05882352941176,2.5,0,4.07169165326555,3.72264875239923,6.78614471276168,40.8942347562126,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Boise Ambient","2022-08-08",2022,"Rhithron Associates, Inc.","BSE_1_MudMtnRd",47.175524,-122.018775,248,2227,10,"WRIA 10 - Puyallup-White","Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","King County - DNRP","Boise Ambient","BSE_1_MudMtnRd",47.175524,-122.018775,44781,45069,"Fine",8,44,5,2,4,11,19,4,0,0.539,0.084,0.138,521,40.9,5.9,5.7,1.4,3.8,7.1,2.5,0,4.1,3.7,6.8
"108",12167,37,5,6,5,18,7,4,254,40,62,523,7.64818355640535,11.8546845124283,48.565965583174,3.44827586206897,5.71428571428571,7.14285714285714,5,6.47058823529412,6.25,5.71428571428571,5.52271200454757,5.42734225621415,8.22135266130108,58.9116995908545,"King County - DNRP",7,"Lower Snoqualmie Basin","Harris Creek Subbasin","Snoqualmie River tributary (Harris Creek subbasin)","Ambient Monitoring","2022-08-23",2022,"Rhithron Associates, Inc.","07HAR025863",47.68279,-121.92049,16,2366,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Harris Creek Subbasin","Snoqualmie River tributary (Harris Creek subbasin)","King County - DNRP","Ambient Monitoring","07HAR025863",47.68279,-121.92049,44796,45069,"Fine",8,37,5,6,5,16,18,7,4,0.486,0.119,0.076,523,58.9,3.4,5.7,7.1,5,6.5,6.2,5.7,5.5,5.5,8.2
"109",12169,48,10,7,7,25,9,9,251,23,50,530,4.33962264150943,9.43396226415094,47.3584905660377,7.24137931034483,10,8.57142857142857,7.5,10,8.75,10,5.84905660377358,4.21698113207547,8.99078543220711,81.1196310498296,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Fifteenmile Creek","Ambient Monitoring","2022-08-23",2022,"Rhithron Associates, Inc.","08ISS4294",47.484906,-122.028632,131,153,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Issaquah Creek Subbasin","Fifteenmile Creek","King County - DNRP","Ambient Monitoring","08ISS4294",47.484906,-122.028632,44796,44998,"Fine",8,48,10,7,7,24,25,9,9,0.474,0.094,0.043,530,81.1,7.2,10,8.6,7.5,10,8.8,10,5.8,4.2,9
"110",12175,40,3,4,4,6,3,0,378,114,63,637,17.8963893249608,9.89010989010989,59.3406593406593,4.48275862068965,2.85714285714286,4.28571428571429,3.75,0,1.25,0,2.61063261063261,4.44505494505495,5.83804899419517,29.5193523134295,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Mill Creek (Kent)","Ambient Monitoring","2022-09-06",2022,"Rhithron Associates, Inc.","09BLA0756",47.369338,-122.208823,176,211,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Black River Subbasin","Mill Creek (Kent)","King County - DNRP","Ambient Monitoring","09BLA0756",47.369338,-122.208823,44810,44998,"Fine",8,40,3,4,4,11,6,3,0,0.593,0.099,0.179,637,29.5,4.5,2.9,4.3,3.8,0,1.2,0,2.6,4.5,5.8
"111",12186,49,9,8,9,26,9,8,300,26,58,562,4.62633451957295,10.3202846975089,53.3807829181495,7.58620689655172,10,10,10,10,8.75,10,4.22141002212177,4.66014234875445,8.9241082512621,84.14186751869,"King County - DNRP",7,"Lower Snoqualmie Basin","Raging River Subbasin","Raging River tributary","Ambient Monitoring","2022-09-01",2022,"Rhithron Associates, Inc.","07RAG018227",47.47915,-121.892999,21,2217,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Raging River Subbasin","Raging River tributary","King County - DNRP","Ambient Monitoring","07RAG018227",47.47915,-121.892999,44805,44958,"Fine",8,49,9,8,9,26,26,9,8,0.534,0.103,0.046,562,84.1,7.6,10,10,10,10,8.8,10,4.2,4.7,8.9
"112",12258,34,2,4,5,12,8,1,84,32,24,211,15.1658767772512,11.3744075829384,39.8104265402844,2.41379310344828,1.42857142857143,4.28571428571429,5,2.94117647058824,7.5,1.42857142857143,7.88907390803125,5.18720379146919,6.47305191226717,44.5471563286613,"King County - DNRP",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Mapes Creek","Ambient Monitoring","2022-08-16",2022,"Rhithron Associates, Inc.","08WES1037",47.518425,-122.268797,81,203,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Mapes Creek","King County - DNRP","Ambient Monitoring","08WES1037",47.518425,-122.268797,44789,45065,"Fine",8,34,2,4,5,11,12,8,1,0.398,0.114,0.152,211,44.6,2.4,1.4,4.3,5,2.9,7.5,1.4,7.9,5.2,6.5
"113",12269,43,5,5,6,16,7,2,233,99,101,549,18.0327868852459,18.3970856102004,42.4408014571949,5.51724137931035,5.71428571428571,5.71428571428571,6.25,5.29411764705882,6.25,2.85714285714286,7.1781617683257,8.69854280510018,5.80632863133816,59.2801065168475,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Springbrook Creek (Black River)","Ambient Monitoring","2022-09-21",2022,"Rhithron Associates, Inc.","09BLA0768",47.428348,-122.214069,179,212,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Black River Subbasin","Springbrook Creek (Black River)","King County - DNRP","Ambient Monitoring","09BLA0768",47.428348,-122.214069,44825,44958,"Fine",8,43,5,5,6,16,16,7,2,0.424,0.184,0.18,549,59.3,5.5,5.7,5.7,6.2,5.3,6.2,2.9,7.2,8.7,5.8
"114",12275,30,5,5,6,18,8,4,369,248,49,508,48.8188976377953,9.64566929133858,72.6377952755905,1.03448275862069,5.71428571428571,5.71428571428571,6.25,6.47058823529412,7.5,5.71428571428571,0,4.32283464566929,0,42.7207627824412,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Boise Ambient","2022-08-08",2022,"Rhithron Associates, Inc.","BSE_21_GolfCrs",47.195154,-121.953301,249,2228,10,"WRIA 10 - Puyallup-White","Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","King County - DNRP","Boise Ambient","BSE_21_GolfCrs",47.195154,-121.953301,44781,45069,"Fine",8,30,5,5,6,16,18,8,4,0.726,0.096,0.488,508,42.7,1,5.7,5.7,6.2,6.5,7.5,5.7,0,4.3,0
"115",12302,42,6,7,7,18,4,4,373,9,40,532,1.69172932330827,7.5187969924812,70.1127819548872,5.17241379310345,7.14285714285714,8.57142857142857,7.5,6.47058823529412,2.5,5.71428571428571,0,3.2593984962406,9.60657457597482,55.9375465291844,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Icy Creek","Ambient Monitoring","2022-08-01",2022,"Rhithron Associates, Inc.","09MID1958",47.278886,-121.978571,211,248,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Middle Green River Subbasin","Icy Creek","King County - DNRP","Ambient Monitoring","09MID1958",47.278886,-121.978571,44774,45069,"Fine",8,42,6,7,7,20,18,4,4,0.701,0.075,0.017,532,55.9,5.2,7.1,8.6,7.5,6.5,2.5,5.7,0,3.3,9.6
