"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score","Agency","WRIA.Number","Basin","Subbasin","Stream.or.River","Project","Visit.Date","Year","Lab.Name","Site.Code","Latitude","Longitude"
"7967",9687,40,8,6,6,22,10,6,208,52,80,500,10.4,16,41.6,10,10,7.14285714285714,6.25,10,10,8.57142857142857,10,7.5,7.58139534883721,87.0456810631229,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek - E Fork","Ambient Monitoring","2018-08-01",2018,"Rhithron Associates, Inc.","08ISS4748",47.532008,-121.980821
"7968",9688,15,1,1,2,4,3,0,349,247,5,500,49.4,1,69.8,0,0,0,1.25,0,1.25,0,3.21052631578947,0,0,5.71052631578947,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Thornton Creek Subbasin","Maple Leaf Creek","Ambient Monitoring","2018-08-02",2018,"Rhithron Associates, Inc.","08WES0629",47.702708,-122.308342
"7969",9689,15,2,4,2,7,3,0,366,121,11,500,24.2,2.2,73.2,0,1.42857142857143,4.28571428571429,1.25,1.17647058823529,1.25,0,2.31578947368421,0.6,4.37209302325581,16.678638799461,"King County - DNRP",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle N Subbasin","Ravenna Creek","Ambient Monitoring","2018-08-02",2018,"Rhithron Associates, Inc.","08WES0622",47.673452,-122.310727
"7970",9690,38,8,7,6,25,6,3,242,31,99,500,6.2,19.8,48.4,10,10,8.57142857142857,6.25,10,5,4.28571428571429,8.8421052631579,9.4,8.55813953488372,80.9073876551845,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek","Ambient Monitoring","2018-07-25",2018,"Rhithron Associates, Inc.","08ISS3877",47.551207,-122.046876
"7971",9695,34,4,5,6,15,9,4,165,5,118,420,1.19047619047619,28.0952380952381,39.2857142857143,8.57142857142857,4.28571428571429,5.71428571428571,6.25,5.88235294117647,8.75,5.71428571428571,10,10,9.72314507198228,74.8912122988731,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0107)","Ambient Monitoring","2018-08-30",2018,"Rhithron Associates, Inc.","08EVA3642",47.67972,-122.07785
"7972",9696,21,1,5,5,12,9,2,189,7,131,259,2.7027027027027,50.5791505791506,72.972972972973,2.38095238095238,0,5.71428571428571,5,4.11764705882353,8.75,2.85714285714286,2.37553342816501,10,9.37146448774356,50.5670259271131,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0108A)","Ambient Monitoring","2018-08-30",2018,"Rhithron Associates, Inc.","08EVA3813",47.67341,-122.063447
"7973",9697,11,1,3,0,3,2,0,336,13,89,500,2.6,17.8,67.2,0,0,2.85714285714286,0,0,0,0,3.89473684210526,8.4,9.3953488372093,24.5472285364574,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Mill Creek (Kent)","Ambient Monitoring","2018-08-29",2018,"Rhithron Associates, Inc.","09BLA0756",47.369338,-122.208823
"7974",9698,24,2,6,5,11,5,0,296,13,107,500,2.6,21.4,59.2,3.80952380952381,1.42857142857143,7.14285714285714,5,3.52941176470588,3.75,0,6,10,9.3953488372093,50.0557129828676,"King County - DNRP",9,"Duwamish - Green River Basin","Mill Creek Subbasin","Mill Creek (Auburn)","Ambient Monitoring","2018-08-24",2018,"Rhithron Associates, Inc.","09MIL0390",47.303166,-122.260837
"7975",9699,32,5,9,4,15,9,5,171,14,51,425,3.29411764705882,12,40.2352941176471,7.61904761904762,5.71428571428571,10,3.75,5.88235294117647,8.75,7.14285714285714,10,5.5,9.23392612859097,73.5924695459579,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Green River - Middle tributary","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09MID2426",47.315006,-121.867614
"7976",9700,29,3,8,8,16,10,6,335,37,112,500,7.4,22.4,67,6.19047619047619,2.85714285714286,10,8.75,6.47058823529412,10,8.57142857142857,3.94736842105263,10,8.27906976744186,75.0660740428362,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","O'Grady Creek","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09MID1374",47.275597,-122.088114
"7977",9701,26,3,8,6,11,6,2,317,4,149,500,0.8,29.8,63.4,4.76190476190476,2.85714285714286,10,6.25,3.52941176470588,5,2.85714285714286,4.89473684210526,10,9.81395348837209,59.9642925713737,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Cristy Creek","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09MID1817",47.26799,-122.009736
"7978",9702,32,3,8,9,20,10,2,255,7,58,500,1.4,11.6,51,7.61904761904762,2.85714285714286,10,10,8.82352941176471,10,2.85714285714286,8.15789473684211,5.3,9.67441860465116,75.2891760865913,"King County - DNRP",9,"Duwamish - Green River Basin","Deep Creek Subbasin","Deep Creek (Green River)","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09DEE2211",47.285142,-121.923905
"7979",9703,31,1,7,6,11,7,1,209,82,83,500,16.4,16.6,41.8,7.14285714285714,0,8.57142857142857,6.25,3.52941176470588,6.25,1.42857142857143,10,7.8,6.18604651162791,57.1583154191909,"King County - DNRP",9,"Duwamish - Green River Basin","Mill Creek Subbasin","Mill Creek (Auburn)","Ambient Monitoring","2018-08-24",2018,"Rhithron Associates, Inc.","09MIL0340",47.303209,-122.272324
"7980",9704,38,8,7,4,24,8,4,233,25,66,500,5,13.2,46.6,10,10,8.57142857142857,3.75,10,7.5,5.71428571428571,9.31578947368421,6.1,8.83720930232558,79.7887130617241,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09NEW1657",47.250042,-122.037744
"7981",9705,40,7,10,6,23,11,8,261,2,78,500,0.4,15.6,52.2,10,8.57142857142857,10,6.25,10,10,10,7.84210526315789,7.3,9.90697674418605,89.8705105787725,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09NEW2151",47.224415,-121.931257
"7982",9706,43,11,10,5,26,12,9,241,2,56,500,0.4,11.2,48.2,10,10,10,5,10,10,10,8.89473684210526,5.1,9.90697674418605,88.9017135862913,"King County - DNRP",7,"Lower Snoqualmie Basin","Raging River Subbasin","Raging River tributary","Ambient Monitoring","2018-08-27",2018,"Rhithron Associates, Inc.","07RAG018227",47.47915,-121.892999
"7983",9707,25,2,11,6,15,11,5,347,3,77,500,0.6,15.4,69.4,4.28571428571429,1.42857142857143,10,6.25,5.88235294117647,10,7.14285714285714,3.31578947368421,7.2,9.86046511627907,65.3657503882826,"King County - DNRP",7,"Snoqualmie Forks Basin","S Fork Snoqualmie Subbasin","Snoqualmie River - S Fork tributary","Ambient Monitoring","2018-08-29",2018,"Rhithron Associates, Inc.","07SFS066611",47.440732,-121.649546
"7984",9708,37,7,10,7,22,11,8,240,6,90,500,1.2,18,48,10,8.57142857142857,10,7.5,10,10,10,8.94736842105263,8.5,9.72093023255814,93.2397272250393,"King County - DNRP",7,"Snoqualmie Forks Basin","Lower Middle Fork Snoqualmie Subbasin","Snoqualmie River - Middle Fork tributary (Lower)","Ambient Monitoring","2018-08-29",2018,"Rhithron Associates, Inc.","07LMS055075",47.488376,-121.719565
"7985",9709,34,6,8,6,19,11,8,246,2,93,500,0.4,18.6,49.2,8.57142857142857,7.14285714285714,10,6.25,8.23529411764706,10,10,8.63157894736842,8.8,9.90697674418605,87.5381355234872,"King County - DNRP",7,"Lower Snoqualmie Basin","Kimball Creek Subbasin","Coal Creek (Snoqualmie River)","Ambient Monitoring","2018-08-29",2018,"Rhithron Associates, Inc.","07PAT228627",47.523697,-121.844634
"7986",9710,23,2,5,5,10,6,3,231,189,33,364,51.9230769230769,9.06593406593407,63.4615384615385,3.33333333333333,1.42857142857143,5.71428571428571,5,2.94117647058824,5,4.28571428571429,4.87854251012146,4.03296703296703,0,36.6145907755815,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Gold Creek (Sammamish)","Ambient Monitoring","2018-08-28",2018,"Rhithron Associates, Inc.","08SAM2865",47.742702,-122.141764
"7987",9711,18,2,4,2,7,6,0,364,193,20,500,38.6,4,72.8,0.952380952380952,1.42857142857143,4.28571428571429,1.25,1.17647058823529,5,0,2.42105263157895,1.5,1.02325581395349,19.0374457004344,"King County - DNRP",8,"Cedar River / Lake Washington Basin","W Lake Washington - Seattle S Subbasin","Taylor Creek (W Lake Washington)","Ambient Monitoring","2018-08-28",2018,"Rhithron Associates, Inc.","08WES1340",47.507869,-122.247582
"7988",9712,37,9,11,7,21,10,8,222,21,65,500,4.2,13,44.4,10,10,10,7.5,9.41176470588235,10,10,9.89473684210526,6,9.02325581395349,91.8297573619411,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek - E Fork","Ambient Monitoring","2018-08-29",2018,"Rhithron Associates, Inc.","08ISS4884",47.525851,-121.941132
"7989",9713,31,6,5,7,20,7,6,251,9,69,500,1.8,13.8,50.2,7.14285714285714,7.14285714285714,5.71428571428571,7.5,8.82352941176471,6.25,8.57142857142857,8.36842105263158,6.4,9.58139534883721,75.4947743846621,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Holder Creek","Ambient Monitoring","2018-08-27",2018,"Rhithron Associates, Inc.","08ISS4730",47.433941,-121.971913
"7990",9714,39,4,7,9,16,11,4,200,89,114,500,17.8,22.8,40,10,4.28571428571429,8.57142857142857,10,6.47058823529412,10,5.71428571428571,10,10,5.86046511627907,80.9024819230018,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0198)","Ambient Monitoring","2018-08-27",2018,"Rhithron Associates, Inc.","08ISS3958",47.518325,-122.036396
"7991",9715,23,3,5,6,12,7,2,289,68,39,500,13.6,7.8,57.8,3.33333333333333,2.85714285714286,5.71428571428571,6.25,4.11764705882353,6.25,2.85714285714286,6.36842105263158,3.4,6.83720930232558,47.9851821756855,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Maplewood Creek","Ambient Monitoring","2018-08-29",2018,"Rhithron Associates, Inc.","08CED2433",47.474227,-122.163593
"7992",9716,46,11,14,6,22,13,12,178,0,124,500,0,24.8,35.6,10,10,10,6.25,10,10,10,10,10,10,96.25,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Upper Cedar River Subbasin","Rock Creek (Upper Cedar)","Ambient Monitoring","2018-08-30",2018,"Rhithron Associates, Inc.","08CED5032",47.415086,-121.887131
"7993",9717,35,6,6,9,22,12,7,156,32,73,500,6.4,14.6,31.2,9.04761904761905,7.14285714285714,7.14285714285714,10,10,10,10,10,6.8,8.51162790697675,88.6449612403101,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Rock Creek (Lower Cedar)","Ambient Monitoring","2018-08-30",2018,"Rhithron Associates, Inc.","08CED4192",47.374751,-122.017672
"7994",9718,30,5,7,4,20,10,4,292,6,102,500,1.2,20.4,58.4,6.66666666666667,5.71428571428571,8.57142857142857,3.75,8.82352941176471,10,5.71428571428571,6.21052631578947,9.7,9.72093023255814,74.871652626779,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2018-08-15",2018,"Rhithron Associates, Inc.","09NEW2102",47.231078,-121.94603
"7995",9719,31,7,6,4,23,8,5,227,26,91,500,5.2,18.2,45.4,7.14285714285714,8.57142857142857,7.14285714285714,3.75,10,7.5,7.14285714285714,9.63157894736842,8.6,8.7906976744186,78.272276621787,"King County - DNRP",7,"Lower Snoqualmie Basin","Griffin Creek Subbasin","Griffin Creek","Ambient Monitoring","2018-09-06",2018,"Rhithron Associates, Inc.","07GRN022903",47.610886,-121.864122
"7996",9720,31,8,6,4,18,9,6,330,2,32,500,0.4,6.4,66,7.14285714285714,10,7.14285714285714,3.75,7.64705882352941,8.75,8.57142857142857,4.21052631578947,2.7,9.90697674418605,69.8217047406478,"King County - DNRP",7,"Lower Snoqualmie Basin","Patterson Creek Subbasin","Patterson Creek","Ambient Monitoring","2018-09-06",2018,"Rhithron Associates, Inc.","07PAT187623",47.582202,-121.929938
"7997",9721,31,9,7,6,20,4,4,269,10,29,500,2,5.8,53.8,7.14285714285714,10,8.57142857142857,6.25,8.82352941176471,2.5,5.71428571428571,7.42105263157895,2.4,9.53488372093023,68.3580371928453,"King County - DNRP",NA,"","","Raging River","Ambient Monitoring","2018-09-06",2018,"Rhithron Associates, Inc.","07RAG004615",47.547016,-121.90215
"7998",9722,26,3,6,8,16,9,3,341,21,45,500,4.2,9,68.2,4.76190476190476,2.85714285714286,7.14285714285714,8.75,6.47058823529412,8.75,4.28571428571429,3.63157894736842,4,9.02325581395349,59.6730420442351,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0108)","Ambient Monitoring","2018-08-30",2018,"Rhithron Associates, Inc.","08EVA3640",47.674662,-122.072706
"7999",9723,16,2,1,1,4,3,0,414,160,5,500,32,1,82.8,0,1.42857142857143,0,0,0,1.25,0,0,0,2.55813953488372,5.23671096345515,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0101)","Ambient Monitoring","2018-09-10",2018,"Rhithron Associates, Inc.","08SAM2855",47.696997,-122.131529
"8000",9724,24,4,4,5,17,6,2,239,84,20,500,16.8,4,47.8,3.80952380952381,4.28571428571429,4.28571428571429,5,7.05882352941176,5,2.85714285714286,9,1.5,6.09302325581395,48.889942023321,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2018-09-10",2018,"Rhithron Associates, Inc.","08LIT2585",47.758429,-122.160347
"8001",9725,28,4,4,6,18,7,2,211,8,26,500,1.6,5.2,42.2,5.71428571428571,4.28571428571429,4.28571428571429,6.25,7.64705882352941,6.25,2.85714285714286,10,2.1,9.62790697674419,59.0178229431307,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2018-09-10",2018,"Rhithron Associates, Inc.","08LIT2682",47.763211,-122.156929
"8002",9726,23,2,2,3,7,6,0,329,200,60,500,40,12,65.8,3.33333333333333,1.42857142857143,1.42857142857143,2.5,1.17647058823529,5,0,4.26315789473684,5.5,0.697674418604651,25.327779092053,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Crisp Creek tributary","Ambient Monitoring","2018-09-06",2018,"Rhithron Associates, Inc.","09MID1537",47.291898,-122.059923
"8003",9727,28,6,7,5,21,8,6,219,31,55,500,6.2,11,43.8,5.71428571428571,7.14285714285714,8.57142857142857,5,9.41176470588235,7.5,8.57142857142857,10,5,8.55813953488372,75.4699042407661,"King County - DNRP",9,"Duwamish - Green River Basin","Coal Creek (Green) Subbasin","Coal Creek (Green River)","Ambient Monitoring","2018-09-06",2018,"Rhithron Associates, Inc.","09DEE2208",47.266907,-121.916937
"8004",9728,18,1,2,2,6,3,0,53,36,20,130,27.6923076923077,15.3846153846154,40.7692307692308,0.952380952380952,0,1.42857142857143,1.25,0.588235294117647,1.25,0,10,7.19230769230769,3.55992844364937,26.2214238110271,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-15",2018,"Rhithron Associates, Inc.","BillyKirk1",47.713408,-122.215624
"8005",9729,11,0,2,0,4,3,0,15,5,14,29,17.2413793103448,48.2758620689655,51.7241379310345,0,0,1.42857142857143,0,0,1.25,0,7.96733212341198,10,5.99037690457097,26.6362804565544,"City of Kirkland",8,"Cedar River / Lake Washington Basin","E Lake Washington - Bellevue N Subbasin","Cochran Springs Creek","B-IBI","2018-08-16",2018,"Rhithron Associates, Inc.","CochranKirk1",47.645496,-122.202811
"8006",9730,12,0,0,3,7,3,0,18,4,10,38,10.5263157894737,26.3157894736842,47.3684210526316,0,0,0,2.5,1.17647058823529,1.25,0,9.11357340720222,10,7.55201958384333,31.5920635792808,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-09",2018,"Rhithron Associates, Inc.","E1186",47.7258,-122.1928
"8007",9731,22,1,2,4,11,6,0,255,208,74,500,41.6,14.8,51,2.85714285714286,0,1.42857142857143,3.75,3.52941176470588,5,0,8.15789473684211,6.9,0.325581395348838,31.9486021826111,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","B-IBI","2018-08-14",2018,"Rhithron Associates, Inc.","ForbesKirk1",47.696825,-122.183463
"8008",9732,16,0,1,2,7,7,0,67,10,26,104,9.61538461538462,25,64.4230769230769,0,0,0,1.25,1.17647058823529,6.25,0,4.62550607287449,10,7.76386404293381,31.0658407040436,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","B-IBI","2018-08-14",2018,"Rhithron Associates, Inc.","ForbesKirk2",47.696664,-122.188156
"8009",9733,7,0,0,0,0,2,0,14,4,3,24,16.6666666666667,12.5,58.3333333333333,0,0,0,0,0,0,0,6.2280701754386,5.75,6.12403100775194,18.1021011831905,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-17",2018,"Rhithron Associates, Inc.","HazenHills",47.719,-122.179
"8010",9734,8,1,1,0,4,2,0,13,0,5,21,0,23.8095238095238,61.9047619047619,0,0,0,0,0,0,0,5.28822055137845,10,10,25.2882205513784,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-08",2018,"Rhithron Associates, Inc.","JuanitaKirk1",47.715982,-122.207378
"8011",9735,15,0,1,2,8,3,0,73,20,22,138,14.4927536231884,15.9420289855072,52.8985507246377,0,0,0,1.25,1.76470588235294,1.25,0,7.65827612509535,7.47101449275362,6.62959218065386,26.0235886808558,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-08",2018,"Rhithron Associates, Inc.","JuanitaKirk2",47.714993,-122.208364
"8012",9736,21,0,2,5,12,6,0,221,85,40,379,22.4274406332454,10.5540897097625,58.311345646438,2.38095238095238,0,1.42857142857143,5,4.11764705882353,5,0,6.23385640883211,4.77704485488127,4.7843161318034,33.7223882638641,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-07",2018,"Rhithron Associates, Inc.","JuanitaKirk3",47.711081,-122.210285
"8013",9737,18,1,1,3,10,2,0,190,20,14,265,7.54716981132075,5.28301886792453,71.6981132075472,0.952380952380952,0,0,2.5,2.94117647058824,0,0,2.71102284011917,2.14150943396226,8.24484422992541,19.490933926976,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-07",2018,"Rhithron Associates, Inc.","JuanitaKirk4",47.707183,-122.215498
"8014",9738,14,0,2,1,5,3,0,50,49,3,83,59.0361445783133,3.6144578313253,60.2409638554217,0,0,1.42857142857143,0,0,1.25,0,5.72606214331008,1.30722891566265,0,9.71186248754416,"City of Kirkland",8,"Cedar River / Lake Washington Basin","Juanita Creek Subbasin","Juanita Creek","B-IBI","2018-08-09",2018,"Rhithron Associates, Inc.","KingsgateKirk1",47.721479,-122.196523
"8015",9739,35,9,8,7,25,9,8,209,1,65,500,0.2,13,41.8,9.04761904761905,10,10,7.5,10,8.75,10,10,6,9.95348837209302,91.2511074197121,"King County - DNRP",NA,"","","Raging River","Ambient Monitoring","2018-09-12",2018,"Rhithron Associates, Inc.","07RAG042787",47.479864,-121.87046
"8016",9740,37,9,6,8,25,6,8,216,14,67,500,2.8,13.4,43.2,10,10,7.14285714285714,8.75,10,5,10,10,6.2,9.34883720930233,86.4416943521595,"King County - DNRP",7,"Snoqualmie Forks Basin","S Fork Snoqualmie Subbasin","Snoqualmie River - S Fork tributary","Ambient Monitoring","2018-09-12",2018,"Rhithron Associates, Inc.","07SFS011059",47.488057,-121.785286
"8017",9741,27,4,9,3,14,8,3,258,40,48,500,8,9.6,51.6,5.23809523809524,4.28571428571429,10,2.5,5.29411764705882,7.5,4.28571428571429,8,4.3,8.13953488372093,59.5431763403036,"King County - DNRP",8,"Sammamish River Basin","North Creek Subbasin","North Creek","Ambient Monitoring","2018-09-13",2018,"Rhithron Associates, Inc.","08NOR1750",47.852841,-122.222496
"8018",9742,29,4,7,7,20,9,4,278,14,69,500,2.8,13.8,55.6,6.19047619047619,4.28571428571429,8.57142857142857,7.5,8.82352941176471,8.75,5.71428571428571,6.94736842105263,6.4,9.34883720930233,72.5316398040244,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Carey Creek","Ambient Monitoring","2018-09-12",2018,"Rhithron Associates, Inc.","08ISS4724",47.427716,-121.978422
"8019",9743,30,4,4,2,10,9,1,166,40,29,369,10.840108401084,7.85907859078591,44.9864498644986,6.66666666666667,4.28571428571429,4.28571428571429,1.25,2.94117647058824,8.75,1.42857142857143,9.74040793039509,3.42953929539295,7.47904455788744,50.2568349209304,"King County - Roads",NA,"","","Evans Creek Tributary","CIP Support","2018-09-10",2018,"Rhithron Associates, Inc.","Trib 107",47.678006,-122.079954
"8020",9744,30,6,5,5,20,8,3,232,18,66,500,3.6,13.2,46.4,6.66666666666667,7.14285714285714,5.71428571428571,5,8.82352941176471,7.5,4.28571428571429,9.36842105263158,6.1,9.16279069767442,69.7642649715945,"King County - Roads",8,"Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","CIP Support","2018-09-07",2018,"Rhithron Associates, Inc.","Stensland Lower",47.68585,-122.081875
"8021",9745,31,6,5,4,16,7,3,286,19,107,451,4.21286031042129,23.7250554323725,63.4146341463415,7.14285714285714,7.14285714285714,5.71428571428571,3.75,6.47058823529412,6.25,4.28571428571429,4.89088575096277,10,9.02026504408807,64.6674533160593,"King County - Roads",8,"Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","CIP Support","2018-09-07",2018,"Rhithron Associates, Inc.","Stensland Ponds-Reach #2",47.685453,-122.082442
"8022",9746,15,0,0,0,5,2,0,388,10,18,500,2,3.6,77.6,0,0,0,0,0,0,0,1.1578947368421,1.3,9.53488372093023,11.9927784577723,"King County - Roads",8,"Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","CIP Support","2018-09-07",2018,"Rhithron Associates, Inc.","Stensland Ponds-Reach #1",47.684847,-122.086897
"8023",9747,38,5,7,8,22,10,3,237,23,112,500,4.6,22.4,47.4,10,5.71428571428571,8.57142857142857,8.75,10,10,4.28571428571429,9.10526315789474,10,8.93023255813953,85.3569242874628,"King County - Roads",8,"Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","CIP Support","2018-09-07",2018,"Rhithron Associates, Inc.","Stensland Middle",47.686306,-122.080869
"8024",9748,22,3,5,3,14,7,3,290,6,103,500,1.2,20.6,58,2.85714285714286,2.85714285714286,5.71428571428571,2.5,5.29411764705882,6.25,4.28571428571429,6.31578947368421,9.8,9.72093023255814,55.5951230675869,"King County - Roads",8,"Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","CIP Support","2018-09-07",2018,"Rhithron Associates, Inc.","Stensland Upper",47.687381,-122.076594
"8025",9749,32,5,7,5,22,10,6,221,36,53,500,7.2,10.6,44.2,7.61904761904762,5.71428571428571,8.57142857142857,5,10,10,8.57142857142857,9.94736842105263,4.8,8.32558139534884,78.5491402925919,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","Ambient Monitoring","2018-08-16",2018,"Rhithron Associates, Inc.","09SOO1134",47.336409,-122.135101
"8026",9750,17,2,4,5,10,3,0,384,315,13,500,63,2.6,76.8,0.476190476190476,1.42857142857143,4.28571428571429,5,2.94117647058824,1.25,0,1.36842105263158,0.8,0,17.550073713696,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Miller Creek Subbasin","Miller Creek","Miller-Walker","2018-08-30",2018,"Rhithron Associates, Inc.","Miller_SWSSD",47.447902,-122.348134
"8027",9751,18,4,5,0,9,4,2,298,37,22,500,7.4,4.4,59.6,0.952380952380952,4.28571428571429,5.71428571428571,0,2.35294117647059,2.5,2.85714285714286,5.89473684210526,1.7,8.27906976744186,34.5362715955415,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Boise Ambient","2018-08-23",2018,"Rhithron Associates, Inc.","BSE_1_MudMtnRd",47.175524,-122.018775
"8028",9752,20,2,4,5,13,4,0,259,10,95,441,2.26757369614512,21.5419501133787,58.7301587301587,1.9047619047619,1.42857142857143,4.28571428571429,5,4.70588235294118,2.5,0,6.12364243943191,10,9.47265727996625,45.421229691387,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Miller Creek Subbasin","Walker Creek","Miller-Walker","2018-08-30",2018,"Rhithron Associates, Inc.","WalkerPreserve",47.452032,-122.337736
"8029",9753,25,1,3,5,11,5,0,272,76,36,500,15.2,7.2,54.4,4.28571428571429,0,2.85714285714286,5,3.52941176470588,3.75,0,7.26315789473684,3.1,6.46511627906977,36.2505430813696,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Miller Creek Subbasin","Miller Creek","Miller-Walker","2018-08-30",2018,"Rhithron Associates, Inc.","Miller_Cove",47.44456,-122.35451
"8030",9754,22,3,4,4,12,5,0,348,14,16,500,2.8,3.2,69.6,2.85714285714286,2.85714285714286,4.28571428571429,3.75,4.11764705882353,3.75,0,3.26315789473684,1.1,9.34883720930233,35.3296421628627,"City of Bellevue",8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Coal Creek (Lake Wash.)","Macroinvertebrates","2018-08-30",2018,"Rhithron Associates, Inc.","CoalBelRM2.3",47.552,-122.165
"8031",9755,17,1,4,3,8,2,0,389,257,6,500,51.4,1.2,77.8,0.476190476190476,0,4.28571428571429,2.5,1.76470588235294,0,0,1.10526315789474,0.1,0,10.2318738021524,"City of Bellevue",8,"Cedar River / Lake Washington Basin","Coal Creek (Cedar) Subbasin","Newport Creek","Macroinvertebrates","2018-08-30",2018,"Rhithron Associates, Inc.","NewpBelRM0.0",47.5662,-122.1801
"8032",9756,9,0,1,1,1,0,0,109,54,0,123,43.9024390243902,0,88.6178861788618,0,0,0,0,0,0,0,0,0,0,0,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","East Creek","Ambient Monitoring","2018-09-24",2018,"Rhithron Associates, Inc.","08EAS2546",47.582723,-122.157426
"8033",9757,14,1,1,1,6,4,0,355,87,10,500,17.4,2,71,0,0,0,0,0.588235294117647,2.5,0,2.89473684210526,0.5,5.95348837209302,12.4364605083159,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2018-09-24",2018,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
